route_id,direction_id,time_slot,sched_headway_min,sd_headway_min,n_departures,route_short_name,transport_type,n_vehicles,total_capacity,n_ctrl_points,peak
2_36,0,вечірній пік,25,0.7559289460184544,8,35,тролейбус,34,3565,5,TRUE
2_36,0,день,23.529411764705884,7.072107598329718,17,35,тролейбус,34,3565,5,FALSE
2_36,0,ранковий пік,17.272727272727273,6.117040282537121,11,35,тролейбус,34,3565,5,TRUE
2_36,1,вечір/ніч,22.5,1.6431676725154984,6,35,тролейбус,34,3565,5,FALSE
2_36,1,вечірній пік,24.375,1.7677669529663689,8,35,тролейбус,34,3565,5,TRUE
2_36,1,день,26.25,2.23606797749979,16,35,тролейбус,34,3565,5,FALSE
2_36,1,ранковий пік,23.571428571428573,3.154739442867026,7,35,тролейбус,34,3565,5,TRUE
2_38,0,вечір/ніч,14.631578947368421,6.193280644876255,19,37,тролейбус,36,6533,4,FALSE
2_38,0,вечірній пік,24.25,2.866057521105554,8,37,тролейбус,36,6533,4,TRUE
2_38,0,день,20.55,2.981963323576918,20,37,тролейбус,36,6533,4,FALSE
2_38,0,ранковий пік,20.88888888888889,3.620926830400072,9,37,тролейбус,36,6533,4,TRUE
2_38,1,вечір/ніч,19.5,1.0690449676496976,8,37,тролейбус,36,6533,4,FALSE
2_38,1,вечірній пік,22.5,2.2677868380553634,8,37,тролейбус,36,6533,4,TRUE
2_38,1,день,16.44,7.0420167565833,25,37,тролейбус,36,6533,4,FALSE
2_38,1,ранковий пік,22.875,4.4860896112315904,8,37,тролейбус,36,6533,4,TRUE
2_40,0,вечір/ніч,17.25,6.526867548832288,16,38,тролейбус,35,4967,5,FALSE
2_40,0,вечірній пік,10.055555555555555,3.6375852077705138,18,38,тролейбус,35,4967,5,TRUE
2_40,0,день,14.75862068965517,7.529253294478397,29,38,тролейбус,35,4967,5,FALSE
2_40,0,ранковий пік,10.470588235294118,3.144790276370261,17,38,тролейбус,35,4967,5,TRUE
2_40,1,вечір/ніч,20.5,1.4142135623730951,8,38,тролейбус,35,4967,5,FALSE
2_40,1,вечірній пік,13.461538461538462,3.306946845036587,13,38,тролейбус,35,4967,5,TRUE
2_40,1,день,21.94736842105263,2.6971936899617703,19,38,тролейбус,35,4967,5,FALSE
2_40,1,ранковий пік,12.125,4.318564576337836,16,38,тролейбус,35,4967,5,TRUE
2_41,0,вечір/ніч,20.5,9.021579068482906,10,39,тролейбус,12,1185,3,FALSE
2_41,0,вечірній пік,30,6.454972243679028,7,39,тролейбус,12,1185,3,TRUE
2_41,0,день,26.333333333333332,3.5186577527449834,15,39,тролейбус,12,1185,3,FALSE
2_41,0,ранковий пік,26.857142857142858,5.843188953205018,7,39,тролейбус,12,1185,3,TRUE
2_41,1,вечір/ніч,23.4,2.302172886644268,5,39,тролейбус,12,1185,3,FALSE
2_41,1,вечірній пік,27.857142857142858,4.879500364742666,7,39,тролейбус,12,1185,3,TRUE
2_41,1,день,27.1875,4.8196645803070846,16,39,тролейбус,12,1185,3,FALSE
2_41,1,ранковий пік,27.166666666666668,6.337717780610515,6,39,тролейбус,12,1185,3,TRUE
2_43,0,вечір/ніч,16.38888888888889,8.189942820233412,18,4,тролейбус,47,7017,6,FALSE
2_43,0,вечірній пік,20.555555555555557,5.681353516353104,9,4,тролейбус,47,7017,6,TRUE
2_43,0,день,18.68181818181818,11.012487992043022,22,4,тролейбус,47,7017,6,FALSE
2_43,0,ранковий пік,19.333333333333332,4.358898943540674,9,4,тролейбус,47,7017,6,TRUE
2_43,1,вечір/ніч,24.375,4.533604683755678,8,4,тролейбус,47,7017,6,FALSE
2_43,1,вечірній пік,25.571428571428573,2.699206232527312,7,4,тролейбус,47,7017,6,TRUE
2_43,1,день,26.125,6.540896982320799,16,4,тролейбус,47,7017,6,FALSE
2_43,1,ранковий пік,22.125,6.0812945050493035,8,4,тролейбус,47,7017,6,TRUE
2_44,0,вечір/ніч,12.545454545454545,5.754727023663513,22,40,тролейбус,47,6269,5,FALSE
2_44,0,вечірній пік,14.666666666666666,0.9847319278346617,12,40,тролейбус,47,6269,5,TRUE
2_44,0,день,15.035714285714286,5.1674346587432485,28,40,тролейбус,47,6269,5,FALSE
2_44,0,ранковий пік,11.25,5.039841267341661,16,40,тролейбус,47,6269,5,TRUE
2_44,1,вечір/ніч,17.363636363636363,2.4605985967941737,11,40,тролейбус,47,6269,5,FALSE
2_44,1,вечірній пік,15.181818181818182,1.0787197799411874,11,40,тролейбус,47,6269,5,TRUE
2_44,1,день,16.92,3.4268547289509272,25,40,тролейбус,47,6269,5,FALSE
2_44,1,ранковий пік,14.153846153846153,2.8823067684915684,13,40,тролейбус,47,6269,5,TRUE
2_45,0,вечір/ніч,12.916666666666668,4.994924960629423,24,41,тролейбус,24,3245,3,FALSE
2_45,0,вечірній пік,10.5625,2.27943706500823,16,41,тролейбус,24,3245,3,TRUE
2_45,0,день,12.969696969696969,4.019365998550397,33,41,тролейбус,24,3245,3,FALSE
2_45,0,ранковий пік,10.529411764705882,3.164602010103789,17,41,тролейбус,24,3245,3,TRUE
2_45,1,вечір/ніч,13.5,4.805021882792798,18,41,тролейбус,24,3245,3,FALSE
2_45,1,вечірній пік,10.875,2.6801741236966925,16,41,тролейбус,24,3245,3,TRUE
2_45,1,день,14.482758620689655,2.680893902829167,29,41,тролейбус,24,3245,3,FALSE
2_45,1,ранковий пік,11.875,3.0083217912982647,16,41,тролейбус,24,3245,3,TRUE
2_46,0,вечір/ніч,16.2,8.075955214807655,20,42,тролейбус,27,4110,7,FALSE
2_46,0,вечірній пік,25.285714285714285,3.7289089429432174,7,42,тролейбус,27,4110,7,TRUE
2_46,0,день,21.65,7.506313132430945,20,42,тролейбус,27,4110,7,FALSE
2_46,0,ранковий пік,21.714285714285715,1.9760470401187074,7,42,тролейбус,27,4110,7,TRUE
2_46,1,вечір/ніч,22.25,1.5811388300841898,8,42,тролейбус,27,4110,7,FALSE
2_46,1,вечірній пік,27.666666666666668,3.011090610836324,6,42,тролейбус,27,4110,7,TRUE
2_46,1,день,20,6.549809157525126,21,42,тролейбус,27,4110,7,FALSE
2_46,1,ранковий пік,23.875,3.720119045714225,8,42,тролейбус,27,4110,7,TRUE
2_47,0,вечір/ніч,18.294117647058822,10.918818078679308,17,43,тролейбус,28,2865,6,FALSE
2_47,0,вечірній пік,25.857142857142858,5.5805785670356025,7,43,тролейбус,28,2865,6,TRUE
2_47,0,день,27.0625,6.41320252811859,16,43,тролейбус,28,2865,6,FALSE
2_47,0,ранковий пік,20.875,8.043409014306594,8,43,тролейбус,28,2865,6,TRUE
2_47,1,вечір/ніч,27.4,4.878524367060187,5,43,тролейбус,28,2865,6,FALSE
2_47,1,вечірній пік,29.142857142857142,2.0354009783964293,7,43,тролейбус,28,2865,6,TRUE
2_47,1,день,29.357142857142858,5.271215636427169,14,43,тролейбус,28,2865,6,FALSE
2_47,1,ранковий пік,26.857142857142858,6.25642526870234,7,43,тролейбус,28,2865,6,TRUE
2_50,0,вечір/ніч,29.77777777777778,10.963322691795788,9,44,тролейбус,13,2220,5,FALSE
2_50,0,вечірній пік,42,6,4,44,тролейбус,13,2220,5,TRUE
2_50,0,день,35.166666666666664,4.628632889335945,12,44,тролейбус,13,2220,5,FALSE
2_50,0,ранковий пік,34.5,5.0099900199501395,6,44,тролейбус,13,2220,5,TRUE
2_50,1,вечір/ніч,32.6,2.1908902300206643,5,44,тролейбус,13,2220,5,FALSE
2_50,1,вечірній пік,40.6,6.06630035524124,5,44,тролейбус,13,2220,5,TRUE
2_50,1,день,35.166666666666664,4.628632889335945,12,44,тролейбус,13,2220,5,FALSE
2_50,1,ранковий пік,35.4,5.504543577809154,5,44,тролейбус,13,2220,5,TRUE
2_51,0,вечір/ніч,20.571428571428573,10.91727132514408,14,45,тролейбус,36,5183,4,FALSE
2_51,0,вечірній пік,12.8,7.747810750694122,15,45,тролейбус,36,5183,4,TRUE
2_51,0,день,19.428571428571427,12.20889605399042,21,45,тролейбус,36,5183,4,FALSE
2_51,0,ранковий пік,15.333333333333334,6.945676658355487,12,45,тролейбус,36,5183,4,TRUE
2_51,1,вечір/ніч,29.444444444444443,8.719390906352219,9,45,тролейбус,36,5183,4,FALSE
2_51,1,вечірній пік,19.875,8.9831190892378,8,45,тролейбус,36,5183,4,TRUE
2_51,1,день,24.529411764705884,10.577793053484877,17,45,тролейбус,36,5183,4,FALSE
2_51,1,ранковий пік,19.1,6.2441083341730135,10,45,тролейбус,36,5183,4,TRUE
2_54,0,вечір/ніч,17.5625,9.106545265174201,16,5,тролейбус,25,3933,6,FALSE
2_54,0,вечірній пік,20.77777777777778,6.240548408949685,9,5,тролейбус,25,3933,6,TRUE
2_54,0,день,18.681818181818183,9.438454088695647,22,5,тролейбус,25,3933,6,FALSE
2_54,0,ранковий пік,18.9,5.130518708885313,10,5,тролейбус,25,3933,6,TRUE
2_54,1,вечір/ніч,24.714285714285715,2.563479777846623,7,5,тролейбус,25,3933,6,FALSE
2_54,1,вечірній пік,24.375,2.774243783705493,8,5,тролейбус,25,3933,6,TRUE
2_54,1,день,26.9375,2.644963767867782,16,5,тролейбус,25,3933,6,FALSE
2_54,1,ранковий пік,21.375,3.543101950067402,8,5,тролейбус,25,3933,6,TRUE
2_55,0,вечір/ніч,23.916666666666668,12.273092026005015,12,6,тролейбус,45,6939,6,FALSE
2_55,0,вечірній пік,26.428571428571427,9.501879513323365,7,6,тролейбус,45,6939,6,TRUE
2_55,0,день,29.333333333333332,13.988090172238191,15,6,тролейбус,45,6939,6,FALSE
2_55,0,ранковий пік,23,4.654746681256314,7,6,тролейбус,45,6939,6,TRUE
2_55,1,вечір/ніч,31.8,8.757853618324527,5,6,тролейбус,45,6939,6,FALSE
2_55,1,вечірній пік,38.25,2.9860788111948193,4,6,тролейбус,45,6939,6,TRUE
2_55,1,день,33.23076923076923,10.489310798410019,13,6,тролейбус,45,6939,6,FALSE
2_55,1,ранковий пік,29.5,8.826097665446492,6,6,тролейбус,45,6939,6,TRUE
2_56,0,вечір/ніч,17.6875,9.491882496814492,16,7,тролейбус,27,3955,5,FALSE
2_56,0,вечірній пік,27.166666666666668,5.115336417740935,6,7,тролейбус,27,3955,5,TRUE
2_56,0,день,22.05,9.472814287544953,20,7,тролейбус,27,3955,5,FALSE
2_56,0,ранковий пік,22.285714285714285,3.817254061682111,7,7,тролейбус,27,3955,5,TRUE
2_56,1,вечір/ніч,24.571428571428573,2.29906813420444,7,7,тролейбус,27,3955,5,FALSE
2_56,1,вечірній пік,27.285714285714285,4.191828786034631,7,7,тролейбус,27,3955,5,TRUE
2_56,1,день,25.5625,6.840748009781777,16,7,тролейбус,27,3955,5,FALSE
2_56,1,ранковий пік,24.571428571428573,6.679749068568939,7,7,тролейбус,27,3955,5,TRUE
2_58,0,вечір/ніч,11.375,8.213522783905766,24,8,тролейбус,39,4168,4,FALSE
2_58,0,вечірній пік,8.714285714285714,3.9892713262306083,21,8,тролейбус,39,4168,4,TRUE
2_58,0,день,11.162162162162161,6.990126026178774,37,8,тролейбус,39,4168,4,FALSE
2_58,0,ранковий пік,9.88888888888889,3.512815008087638,18,8,тролейбус,39,4168,4,TRUE
2_58,1,вечір/ніч,22.22222222222222,4.116363011742823,9,8,тролейбус,39,4168,4,FALSE
2_58,1,вечірній пік,17,5.868938953886336,10,8,тролейбус,39,4168,4,TRUE
2_58,1,день,20.19047619047619,2.9089353313376978,21,8,тролейбус,39,4168,4,FALSE
2_58,1,ранковий пік,11,2.422120283277993,16,8,тролейбус,39,4168,4,TRUE
2_6,0,вечір/ніч,12.173913043478262,7.952427724875441,23,12,тролейбус,40,5652,8,FALSE
2_6,0,вечірній пік,8.380952380952381,5.55406329164685,21,12,тролейбус,40,5652,8,TRUE
2_6,0,день,12.457142857142857,9.36307785350289,35,12,тролейбус,40,5652,8,FALSE
2_6,0,ранковий пік,10.8125,5.344389581607987,16,12,тролейбус,40,5652,8,TRUE
2_6,1,вечір/ніч,23,4.8166378315169185,6,12,тролейбус,40,5652,8,FALSE
2_6,1,вечірній пік,23,6.48074069840786,7,12,тролейбус,40,5652,8,TRUE
2_6,1,день,21.5,7.930620205387802,20,12,тролейбус,40,5652,8,FALSE
2_6,1,ранковий пік,22.125,7.717096048940394,8,12,тролейбус,40,5652,8,TRUE
2_675,0,вечір/ніч,24.666666666666668,2.081665999466133,3,15,тролейбус,22,2235,5,FALSE
2_675,0,вечірній пік,34,13.66747965061591,6,15,тролейбус,22,2235,5,TRUE
2_675,0,день,41.666666666666664,19.94367067517913,9,15,тролейбус,22,2235,5,FALSE
2_675,0,ранковий пік,30,10.276186062932103,6,15,тролейбус,22,2235,5,TRUE
2_675,1,вечір/ніч,26,NA,1,15,тролейбус,22,2235,5,FALSE
2_675,1,вечірній пік,29.666666666666668,10.801234497346433,6,15,тролейбус,22,2235,5,TRUE
2_675,1,день,53.25,8.64787339672097,8,15,тролейбус,22,2235,5,FALSE
2_675,1,ранковий пік,26.25,5.315072906367325,4,15,тролейбус,22,2235,5,TRUE
2_676,0,вечір/ніч,19.5,11.946998335597492,14,33,тролейбус,18,1704,6,FALSE
2_676,0,вечірній пік,19.666666666666668,10.874281585465774,9,33,тролейбус,18,1704,6,TRUE
2_676,0,день,26.058823529411764,7.988042534276578,17,33,тролейбус,18,1704,6,FALSE
2_676,0,ранковий пік,17.77777777777778,7.661229956374135,9,33,тролейбус,18,1704,6,TRUE
2_676,1,вечір/ніч,26.714285714285715,3.0937725468153885,7,33,тролейбус,18,1704,6,FALSE
2_676,1,вечірній пік,29.5,8.573214099741124,6,33,тролейбус,18,1704,6,TRUE
2_676,1,день,22.77777777777778,8.321167590269978,18,33,тролейбус,18,1704,6,FALSE
2_676,1,ранковий пік,22.25,8.79529094783924,8,33,тролейбус,18,1704,6,TRUE
2_695,0,вечір/ніч,12.559999999999999,7.757147241952633,25,50,тролейбус,59,6150,7,FALSE
2_695,0,вечірній пік,13.384615384615385,5.56085217597779,13,50,тролейбус,59,6150,7,TRUE
2_695,0,день,17.320000000000004,10.9,25,50,тролейбус,59,6150,7,FALSE
2_695,0,ранковий пік,11.4,4.83735464897913,15,50,тролейбус,59,6150,7,TRUE
2_695,1,вечір/ніч,24.25,8.08437646681195,8,50,тролейбус,59,6150,7,FALSE
2_695,1,вечірній пік,15.545454545454545,7.789270008975634,11,50,тролейбус,59,6150,7,TRUE
2_695,1,день,27.666666666666668,9.446591726019243,15,50,тролейбус,59,6150,7,FALSE
2_695,1,ранковий пік,18,12.498888839501783,10,50,тролейбус,59,6150,7,TRUE
2_696,0,вечір/ніч,14.45,7.667257795670049,20,50к,тролейбус,31,5546,5,FALSE
2_696,0,вечірній пік,14.923076923076923,6.7263355360545125,13,50к,тролейбус,31,5546,5,TRUE
2_696,0,день,22.842105263157894,6.300468747065454,19,50к,тролейбус,31,5546,5,FALSE
2_696,0,ранковий пік,15.3,1.4181364924121764,10,50к,тролейбус,31,5546,5,TRUE
2_696,1,вечір/ніч,23,13.309502512973847,8,50к,тролейбус,31,5546,5,FALSE
2_696,1,вечірній пік,20.125,7.180081575342402,8,50к,тролейбус,31,5546,5,TRUE
2_696,1,день,20.136363636363633,8.642615645440053,22,50к,тролейбус,31,5546,5,FALSE
2_696,1,ранковий пік,15.8,7.554248252914824,10,50к,тролейбус,31,5546,5,TRUE
2_738,0,вечір/ніч,16.428571428571427,9.360504666899518,7,40к,тролейбус,34,4513,4,FALSE
2_738,0,вечірній пік,19.444444444444443,6.948221195225277,9,40к,тролейбус,34,4513,4,TRUE
2_738,0,день,14.9,6.384877968032487,10,40к,тролейбус,34,4513,4,FALSE
2_738,0,ранковий пік,17.9,7.752418977325722,10,40к,тролейбус,34,4513,4,TRUE
2_738,1,вечір/ніч,28,9.899494936611665,2,40к,тролейбус,34,4513,4,FALSE
2_738,1,вечірній пік,21.857142857142858,4.180453381654971,7,40к,тролейбус,34,4513,4,TRUE
2_738,1,день,21,6.879922480183431,4,40к,тролейбус,34,4513,4,FALSE
2_738,1,ранковий пік,21,1.632993161855452,7,40к,тролейбус,34,4513,4,TRUE
2_756,0,вечір/ніч,25.4,7.7056977476266075,10,47,тролейбус,28,5069,6,FALSE
2_756,0,вечірній пік,37.6,5.412947441089743,5,47,тролейбус,28,5069,6,TRUE
2_756,0,день,33.61538461538461,4.941970955304869,13,47,тролейбус,28,5069,6,FALSE
2_756,0,ранковий пік,31.6,2.6076809620810595,5,47,тролейбус,28,5069,6,TRUE
2_756,1,вечір/ніч,30.75,2.9860788111948193,4,47,тролейбус,28,5069,6,FALSE
2_756,1,вечірній пік,35.8,5.890670590009257,5,47,тролейбус,28,5069,6,TRUE
2_756,1,день,26.466666666666665,10.828973481667902,15,47,тролейбус,28,5069,6,FALSE
2_756,1,ранковий пік,34.5,5.0099900199501395,6,47,тролейбус,28,5069,6,TRUE
2_8,0,вечір/ніч,16,9.246621004453464,17,14,тролейбус,29,2964,5,FALSE
2_8,0,вечірній пік,12.1875,5.799066016753618,16,14,тролейбус,29,2964,5,TRUE
2_8,0,день,17.82608695652174,8.8659315970181,23,14,тролейбус,29,2964,5,FALSE
2_8,0,ранковий пік,10.9375,4.567548576643712,16,14,тролейбус,29,2964,5,TRUE
2_8,1,вечір/ніч,22.571428571428573,1.511857892036909,7,14,тролейбус,29,2964,5,FALSE
2_8,1,вечірній пік,14,4.264014327112209,12,14,тролейбус,29,2964,5,TRUE
2_8,1,день,24.941176470588236,0.24253562503633297,17,14,тролейбус,29,2964,5,FALSE
2_8,1,ранковий пік,15.416666666666666,4.541892543729748,12,14,тролейбус,29,2964,5,TRUE
2_827,0,вечір/ніч,29.75,13.687846538339874,8,22к,тролейбус,26,2725,5,FALSE
2_827,0,вечірній пік,32,7.211102550927978,6,22к,тролейбус,26,2725,5,TRUE
2_827,0,день,32.69230769230769,13.936669947687262,13,22к,тролейбус,26,2725,5,FALSE
2_827,0,ранковий пік,23.571428571428573,7.955231881329059,7,22к,тролейбус,26,2725,5,TRUE
2_827,1,вечір/ніч,39.333333333333336,1.1547005383792515,3,22к,тролейбус,26,2725,5,FALSE
2_827,1,вечірній пік,34.5,6.892024376045111,6,22к,тролейбус,26,2725,5,TRUE
2_827,1,день,39.5,9.846036991827953,10,22к,тролейбус,26,2725,5,FALSE
2_827,1,ранковий пік,27.5,2.258317958127243,6,22к,тролейбус,26,2725,5,TRUE
3_1,0,день,76.5,30.405591591021544,2,11д,автобус,3,302,4,FALSE
3_1,0,ранковий пік,57.5,3.5355339059327378,2,11д,автобус,3,302,4,TRUE
3_1,1,день,77.5,31.81980515339464,2,11д,автобус,3,302,4,FALSE
3_1,1,ранковий пік,60,0,2,11д,автобус,3,302,4,TRUE
3_100,0,вечір/ніч,33.75,10.606601717798213,8,49,автобус,15,1997,3,FALSE
3_100,0,вечірній пік,33.75,7.5,4,49,автобус,15,1997,3,TRUE
3_100,0,день,33.214285714285715,8.68401335282759,14,49,автобус,15,1997,3,FALSE
3_100,0,ранковий пік,30,0,5,49,автобус,15,1997,3,TRUE
3_100,1,вечір/ніч,34.285714285714285,11.338934190276818,7,49,автобус,15,1997,3,FALSE
3_100,1,вечірній пік,33,6.708203932499369,5,49,автобус,15,1997,3,TRUE
3_100,1,день,33.46153846153846,8.987170342729172,13,49,автобус,15,1997,3,FALSE
3_100,1,ранковий пік,30,0,6,49,автобус,15,1997,3,TRUE
3_101,0,вечірній пік,66.5,2.1213203435596424,2,5,автобус,9,909,6,TRUE
3_101,0,день,82.2,23.562682360037027,5,5,автобус,9,909,6,FALSE
3_101,0,ранковий пік,65.5,2.1213203435596424,2,5,автобус,9,909,6,TRUE
3_101,1,вечірній пік,65,0,2,5,автобус,9,909,6,TRUE
3_101,1,день,82,23.302360395462088,5,5,автобус,9,909,6,FALSE
3_101,1,ранковий пік,65,0,2,5,автобус,9,909,6,TRUE
3_105,0,вечір/ніч,30.571428571428573,13.685237092784115,7,51,автобус,23,2817,8,FALSE
3_105,0,вечірній пік,26.166666666666668,9.537644712750977,6,51,автобус,23,2817,8,TRUE
3_105,0,день,34.75,9.780546554722333,12,51,автобус,23,2817,8,FALSE
3_105,0,ранковий пік,27.714285714285715,6.473388749701496,7,51,автобус,23,2817,8,TRUE
3_105,1,вечір/ніч,29,11.661903789690601,7,51,автобус,23,2817,8,FALSE
3_105,1,вечірній пік,31.5,5.394441583704471,6,51,автобус,23,2817,8,TRUE
3_105,1,день,32.23076923076923,12.363614938964021,13,51,автобус,23,2817,8,FALSE
3_105,1,ранковий пік,23.375,8.05228450281569,8,51,автобус,23,2817,8,TRUE
3_107,0,вечір/ніч,66.33333333333333,30.89228598426043,3,52,автобус,13,1333,4,FALSE
3_107,0,вечірній пік,38.6,6.985699678629192,5,52,автобус,13,1333,4,TRUE
3_107,0,день,59.42857142857143,20.173060773030475,7,52,автобус,13,1333,4,FALSE
3_107,0,ранковий пік,33.4,4.03732584763727,5,52,автобус,13,1333,4,TRUE
3_107,1,вечір/ніч,82.5,9.192388155425117,2,52,автобус,13,1333,4,FALSE
3_107,1,вечірній пік,39.75,7.762087348130012,4,52,автобус,13,1333,4,TRUE
3_107,1,день,58.57142857142857,20.45203447791232,7,52,автобус,13,1333,4,FALSE
3_107,1,ранковий пік,35,4.47213595499958,5,52,автобус,13,1333,4,TRUE
3_108,0,вечір/ніч,51,1.7320508075688772,3,53,автобус,8,818,3,FALSE
3_108,0,вечірній пік,31.4,10.945318634009702,5,53,автобус,8,818,3,TRUE
3_108,0,день,43,12.516655570345725,10,53,автобус,8,818,3,FALSE
3_108,0,ранковий пік,31.666666666666668,11.690451944500122,6,53,автобус,8,818,3,TRUE
3_108,1,вечір/ніч,51,1.7320508075688772,3,53,автобус,8,818,3,FALSE
3_108,1,вечірній пік,30.333333333333332,10.01332445627658,6,53,автобус,8,818,3,TRUE
3_108,1,день,44.888888888888886,11.40662575484578,9,53,автобус,8,818,3,FALSE
3_108,1,ранковий пік,31.833333333333332,11.373946837693003,6,53,автобус,8,818,3,TRUE
3_109,0,вечір/ніч,35,10.03327796219494,4,54,автобус,7,707,4,FALSE
3_109,0,вечірній пік,34,8.94427190999916,5,54,автобус,7,707,4,TRUE
3_109,0,день,30.76923076923077,2.773500981126145,13,54,автобус,7,707,4,FALSE
3_109,0,ранковий пік,35,10.63014581273465,5,54,автобус,7,707,4,TRUE
3_109,1,вечір/ніч,35,10,4,54,автобус,7,707,4,FALSE
3_109,1,вечірній пік,34,8.94427190999916,5,54,автобус,7,707,4,TRUE
3_109,1,день,30.76923076923077,2.773500981126145,13,54,автобус,7,707,4,FALSE
3_109,1,ранковий пік,35,8.660254037844387,5,54,автобус,7,707,4,TRUE
3_111,0,вечір/ніч,28.285714285714285,5.1869800370506445,7,55,автобус,29,2969,6,FALSE
3_111,0,вечірній пік,16.90909090909091,3.2079446832682583,11,55,автобус,29,2969,6,TRUE
3_111,0,день,27.666666666666664,9.278751968623695,15,55,автобус,29,2969,6,FALSE
3_111,0,ранковий пік,16.90909090909091,3.300137738172316,11,55,автобус,29,2969,6,TRUE
3_111,1,вечір/ніч,24.11111111111111,8.176864381357387,9,55,автобус,29,2969,6,FALSE
3_111,1,вечірній пік,18,4.570436400267363,10,55,автобус,29,2969,6,TRUE
3_111,1,день,25.625,9.258329582957536,16,55,автобус,29,2969,6,FALSE
3_111,1,ранковий пік,19.77777777777778,7.677528537520681,9,55,автобус,29,2969,6,TRUE
3_113,0,вечір/ніч,24.25,6.2048368229954285,8,56,автобус,32,4130,5,FALSE
3_113,0,вечірній пік,23.375,4.808846015417836,8,56,автобус,32,4130,5,TRUE
3_113,0,день,23.77777777777778,6.311106508329353,18,56,автобус,32,4130,5,FALSE
3_113,0,ранковий пік,20.75,5.849297882163783,8,56,автобус,32,4130,5,TRUE
3_113,1,вечір/ніч,25.625,4.983902658989812,8,56,автобус,32,4130,5,FALSE
3_113,1,вечірній пік,22.875,3.943801646707328,8,56,автобус,32,4130,5,TRUE
3_113,1,день,24.529411764705884,6.718608924647493,17,56,автобус,32,4130,5,FALSE
3_113,1,ранковий пік,18.333333333333332,0.49999999999999994,9,56,автобус,32,4130,5,TRUE
3_115,0,вечір/ніч,33.333333333333336,9.66781602362533,6,57,автобус,13,2040,5,FALSE
3_115,0,вечірній пік,28.5,6.892024376045111,6,57,автобус,13,2040,5,TRUE
3_115,0,день,39.36363636363637,8.261630919772768,11,57,автобус,13,2040,5,FALSE
3_115,0,ранковий пік,27.666666666666668,3.983298465677241,6,57,автобус,13,2040,5,TRUE
3_115,1,вечір/ніч,36,11.704699910719626,5,57,автобус,13,2040,5,FALSE
3_115,1,вечірній пік,30.428571428571427,7.4801324154309565,7,57,автобус,13,2040,5,TRUE
3_115,1,день,40.5,6.450667493454543,10,57,автобус,13,2040,5,FALSE
3_115,1,ранковий пік,26,3.4641016151377544,7,57,автобус,13,2040,5,TRUE
3_116,0,вечірній пік,56.666666666666664,11.547005383792515,3,58,автобус,2,202,3,TRUE
3_116,0,день,52.875,10.90789360312718,8,58,автобус,2,202,3,FALSE
3_116,0,ранковий пік,47,NA,1,58,автобус,2,202,3,TRUE
3_116,1,вечірній пік,61,15.556349186104045,2,58,автобус,2,202,3,TRUE
3_116,1,день,52.875,10.90789360312718,8,58,автобус,2,202,3,FALSE
3_116,1,ранковий пік,47.5,3.5355339059327378,2,58,автобус,2,202,3,TRUE
3_12,0,вечір/ніч,38.4,4.219004621945797,5,108,автобус,25,3177,7,FALSE
3_12,0,вечірній пік,43.75,6.2915286960589585,4,108,автобус,25,3177,7,TRUE
3_12,0,день,39.54545454545455,5.680909018170179,11,108,автобус,25,3177,7,FALSE
3_12,0,ранковий пік,34.6,2.8809720581775866,5,108,автобус,25,3177,7,TRUE
3_12,1,вечір/ніч,36.166666666666664,2.041241452319315,6,108,автобус,25,3177,7,FALSE
3_12,1,вечірній пік,46.25,2.5,4,108,автобус,25,3177,7,TRUE
3_12,1,день,39.54545454545455,5.680909018170179,11,108,автобус,25,3177,7,FALSE
3_12,1,ранковий пік,37,4.47213595499958,5,108,автобус,25,3177,7,TRUE
3_120,0,вечір/ніч,42,7.582875444051551,5,6,автобус,25,3419,7,FALSE
3_120,0,вечірній пік,51.666666666666664,2.886751345948129,3,6,автобус,25,3419,7,TRUE
3_120,0,день,58.75,6.408699444616557,8,6,автобус,25,3419,7,FALSE
3_120,0,ранковий пік,41.666666666666664,5.773502691896258,3,6,автобус,25,3419,7,TRUE
3_120,1,вечір/ніч,56.666666666666664,5.773502691896258,3,6,автобус,25,3419,7,FALSE
3_120,1,вечірній пік,47.5,2.886751345948129,4,6,автобус,25,3419,7,TRUE
3_120,1,день,58.57142857142857,7.7213371652225895,7,6,автобус,25,3419,7,FALSE
3_120,1,ранковий пік,47.5,13.228756555322953,4,6,автобус,25,3419,7,TRUE
3_124,0,вечір/ніч,31.375,12.749649855136077,8,63,автобус,36,4607,6,FALSE
3_124,0,вечірній пік,20.25,8.310922245541018,8,63,автобус,36,4607,6,TRUE
3_124,0,день,32.69230769230769,10.152049180539985,13,63,автобус,36,4607,6,FALSE
3_124,0,ранковий пік,21.5,2.2677868380553634,8,63,автобус,36,4607,6,TRUE
3_124,1,вечір/ніч,29.166666666666668,16.228575620388458,6,63,автобус,36,4607,6,FALSE
3_124,1,вечірній пік,24.625,7.3082634247620195,8,63,автобус,36,4607,6,TRUE
3_124,1,день,29.285714285714285,13.436051225247416,14,63,автобус,36,4607,6,FALSE
3_124,1,ранковий пік,26.875,10.357019703701308,8,63,автобус,36,4607,6,TRUE
3_127,0,вечір/ніч,30,0,5,69,автобус,28,3381,5,FALSE
3_127,0,вечірній пік,23.571428571428573,3.8234863173611093,7,69,автобус,28,3381,5,TRUE
3_127,0,день,28.666666666666668,7.898161329129228,15,69,автобус,28,3381,5,FALSE
